Label,Text
Negative,serius 2x kemarin aja berasa semaput yang terakhir. semalaman berasa kumat sakit yah apalagi kalau ke 3 kayaknya prepare parah sih soalnya pola tidur gw kacau semenjak shifting
Negative,"Selamat menjalani vaksin booster kalian semua. Bukan nakutin tapi bener bgttt efek samping moderna separah inii di tubuh gw yg berat badan nya cuman 42kg. Sembuh 3 hari stlah minum paracetamol, but ruamnya masih ada sampe semingguan "
Negative,"Saya dah suntik vaksin astra 2x , kemudian dapat suntikan booster Jansen dan december kemarin harus di suntik booster lagi dengan Moderna  total dah 4x tapi effect yg terasa agak berat sampai mengganggu aktifitas cuma yg terakhir yaitu Vaksin Moderna ."
Negative,"Njaremm.. tangan yg disuntik dibuat gerak terasa agak nyerii... moderna, jangan nakal ya didalam tubuh kakak mu ini…"
Negative,"ngelihat data riset soal efektivitas vaksin, untung kemarin dapet Moderna :') awalnya ragu n pengen nunggu yg satunya tp trnyata Moderna strong…"
Negative,moderna.... efek setelah vaksin mantab
Negative,Moderna vaksin dosis ke 3 lebih aduhay dari sebelumnya
Negative,"Memang amsyong ya rasanya vaksin Sinovac, sinovac, booster moderna.. Meriang semalaman badan pegel2 sampe besoknya.."
Negative,"Meanwhile 2 orang temen kantor w kaga knp2 anying. Cuma sakit nyeri di lengan daerah suntikan. lucky gurls.  Ada temen gue satu lg, sama suhu nya nyampe 39.4 trus katany kepala nya sampe rasa mau pecah. Yg jelas rata2 yg di vaksin moderna itu nyeri bgt di lengan. Akupun juga begitu"
Negative,Mau vaksin booster moderna kok jadi takut. Takut KIPI :((
Negative,"Mau cerita pengalaman vaksin booster moderna. Sumpah... Efeknya ga main""."
Negative,Mantep banget moderna bikin meriang muntah muntah sama pegel tangan ga bisa gerak. di gue sekarang lagi fokus vaksin sekolah dasar dulu belom ada info yang boster ini
Negative,Hari ini booster vaksin pake moderna. Dulu tahap 1 & 2 pake sinovac ga berasa. Yg ini sekarang tangan kaya ga bisa diangkat 
Negative,gila vaksin moderna efeknya sakit benerr
Negative,"gapapa aku udh vaksin moderna dua kali, teparnya juga dua kali. inshaAllah kuaaat orang mama dulunya kasih aku susu Dancow tiap mau ke sekolah"
Negative,Ga masalah.. bini gw tenaga kesehatan 3x sinovac plus 1x moderna.. aman.. Cuma efek samping moderna paling berasa.. demam sehari
Negative,efek sampinge ancen kek ngunu mangkane nek onok keluhan langsung nak puskesmas ben dikek i obat. btw vaksin moderna dosis e duwur dadi efek sampinge yo mantap
Negative,"Efek samping Pfizer itu kayak apa ya? Moderna kemarin katanya parah beut. Dari bengkak, mual, muntah, demam dan pusing"
Negative,"Efek samping moderna jauh lebih strong daripada Pfizer. Udah tiga kali minum Panadol, demamnya nggak turun - turun. Meriang pula"
Negative,"efek samping itu kemungkinan ada, tapi sejauh konsultasi sama bbrp dokter efek muriang ini tidak akan sehebat vaksin moderna. balik lagi ke kondisi tubuh. klo bisa ya h-2 atau 3 sblm vaksin harus hidup sehat dlu. tidur makan minum yg "
Negative,"efek samping booster vaksin pfizer & moderna, lelah hingga nyeri"
Negative,Di sana we nambah moderna aja lah etapi klo demam efek vaksin ntar ga ada yg ngerawat gue harus mandiri
Negative,btw astrazeneca dapet booster moderna paling top karna dijamin ampuh walau jujur 2 jenis vaksin itu efek sampingnya warbiasa sakitnya dibanding sinovac pfizer
Negative,"bisa saja, tapi lo tau ga temen gue aja blg sakit karna efek vaksin moderna yg bikin demam parah itu, sama kepala ruangnya ga boleh ijinnn"
Negative,mantaps kali efek moderna
Negative,"moderna efek sampinge ngantem tenan. langsung panas, lemes, nggliyeng, turu ra nyaman."
Negative,efek moderna tambah greges pak
Negative,aku parah soalnya efek dri pasca booster moderna
Negative,"aszec kak, efek aszec aja udah bikin aku pingsan sekian detik gmn moderna"
Negative,"efek samping  sy rasa setelah di booster moderna mencakup kedinginan, sakit kepala, nyeri, kelelahan, dan kemerahan dan pembengkakan di tempat suntikan"
Negative,"sungguh efek booster moderna itu tangan bengkak (alhamdulillah cuma semalem) dilanjut dengan demam yg belum jg turun sudah 2 hari 2 malam, bismillah ya abis ini sehat sehat sehat!"
Negative,"efek vaksin moderna serem, teman gw ada yang sampai pingsan."
Negative,udah di titik nyerah sama efek sampingnya moderna dosis ke 3 tenaga kesehatan bisa ngangkat tangan dikit aja bersyukurrrr
Negative,efek moderna hardcore jg
Negative,"sbnrnya trgantung jenis vaksinnya . kmrn aku moderna. nah itu efektivitasnya trhadap virus plg tinggi tp ya efek sampingnya pun tinggi. aku demam, pusing sama tgn pegal bgn disuntik.."
Negative,"tapi balik lagi, kan efek di tiap orang beda2 cuma moderna efeknya yg paling kerasa"
Negative,efek vaksinasi moderna mulai terasa sodara2 ~
Negative,moderna emang wajib ada efek samping sihğŸ™ƒ
Negative,cenut2 kali pala ku ini efek moderna
Negative,"vaksin booster moderna gak kerasa sama sekali pas disuntikan , tapi efeknya gak main main, bekas suntikan nyerinya bukan main sampek tangan gak bisa diangkat , menggigil , meriang , badan lemas , gak selera makan .. sampek sekarang masih lemas bukan sakit tapi efek vaksin"
Negative,moderna karena kebetulan fasilitas kesehatan di deket rumah sedianya itu. skg malah sedianya astra. moderna lebih susah keknya dicari. beruntung sih dapet moderna meski jujyur aga2 trauma sama efek sampingnya. tapi demi sehat gapapa lah.
Negative,ini keknya efek vaksin moderna covid 19 tiduran seharian di kantor. sampai lupa pulang
Negative,sahabat sya sempat kena covid sm suaminya tahun lalu.. setelah smbuh dokter bilang tidak boleh terlalu capek krna efek setelah vaksin moderna darahnya menjadi agak kental dan kenyataan skrang gampang lelah
Negative,"saran aja kalo booster vaksin lebih baik milih pfizer aja soalnya kalo astra efeknya demam, moderna lebih parah, kalo pfizer ga ada efek. udah survey orang -orang kantor dan aku sendiri"
Negative,baca2 tweet ternyata banyak banget yg ngerasain efek vaksin booster moderna ini kapan sembuhnya
Negative,kalo vaksin booster kayak pfizer moderna gitu emang efek sampingnya lebih parah dari kayak sinovac sinopharm tapi lebih manjur jg
Negative,"gue nanya temen vaksin pfizer efeknya cuma pusing, beda banget sama moderna udah kaya orang tepar"
Negative,"ini yg sy rasain setelah vaksin booster moderna.. meriang,, lemes,, masih nyeri di tempat suntik.. puncaknya wktu tidur malem sih.. badan panas.. kedinginan.. Ga bisa tidur pokoknya kebangun jm 2 sampe jm 3an"
Negative,gila vaksin moderna ini luar biasa efeknya
Negative,"aku juga gitu pas vaksin dosis dua moderna. padahal dosis satu nya cuma kaku + nyeri doang bagian bekas suntik. yang dosis dua kayak meriang, lemes, letoyyyyy"
Negative,h+2 vaksin booster moderna makin jadi demam + membengkak bekas suntikan
Negative,sing moderna rodo parah efek e
Negative,"h+1 vaksin moderna. tumbang sih :""( smua efek diborong."
Negative,sedap juga efek moderna ini
Negative,"kalau moderna apalagi efek pertama kali bikin mata berkunang, siang ngantuk berat, malamnya kedinginan susah tidur linu nyeri di lengan bekas suntikan"
Negative,"udah booster sejak agustus 2021 kak , moderna, efeknya gak main2 di badanku sampai bikin gak bisa bangun… semoga gak ada efek aneh2 biar gak ganggu aktivitas"
Negative,ini efek nya booster moderna gini bgt ya
Negative,luar biasa emang efek vaksin moderna ini. tangan seperti lumpuh
Negative,"efek booster moderna bikin pegal seluruh  badan kayak abis digebuk ,padahal udah 24 jam lebih yang lalu divaksin"
Negative,waktu gue vaksin ke-2 pake moderna sakit banget juga sampe menggigil. terus katanya efek booster lebih parah ya? semoga cepat membaik!
Negative,kemarin mama setelah dpt booster moderna efek sampingnya parah bgt smpe mual muntah. jujur jadi takut.. bukan takut karena dlmnya ada apa2nya dan ga percaya. tp males aja kalo sakit
Negative,booster moderna kak.  kalo kakak booster kalo bisa aku saranin milih yng lain ya kak selain moderna .  aku baru tau moderna efek nya kuat banget
Negative,"booster nya nanti milih pfizer, astrazeneca atau moderna.  aku saranin jangan moderna ya.  efek nya kuat banget"
Negative,"sumpah mak..  moderna parah banget efek nya... sampe pagi ini aku masih demam tinggi coba, sampe gak bisa tidur lagi"
Negative,capek bgt demam dan batuk. mana kebangun2 pula. ini efek moderna apa kena
Negative,"bisa jadi, soalnya moderna kelas paling atas dan biasanya di pake nya sama tenaga kesehatan jadi efek nya mungkin lebih berasa di banding sama jenis lain nya "
Negative,gue sebagai org yang vaksinnya pake sinovac gak ada efek apa2 jadi kaget pake moderna ampe seperti ini
Negative,"ternyata efek booster moderna baru kerasa h+1, tangan bengkak pegel dan pusing"
Negative,"efek vaksin booster moderna h+1, tangan ga bisa digerakin, krna sakit. demam, menggigil jg, badan pegel pegel.   padahal bsk pertama kali kuliah tatap muka, ga tau efeknya bakal kaya gini"
Negative,efek samping moderna sungguh sangat amat menyiksa
Negative,"satu lagi, lengan terasa abis diinjak gajah. efek beberapa jam setelah itu ga bisa gerakin lengan. alias sakit banget. jadi pastiin kalian shot moderna di lengan sebelah kiri aja, jadi tangan kanan yg biasa buat aktifitas tergolong aman."
Negative,aku dapet moderna dan efek sampingnya luar biasa
Negative,gini amat efek moderna.
Negative,"paket komplit efek moderna bikin badan demam, sakit kepala dan diare"
Negative,efek nyeri moderna ini awet banget ya Allah
Negative,"h+1 abs vaksin booster moderna, efek samping nya sungguh amat menyiksa"
Negative,"efek moderna terasa banget, ini tangan kiri pegal dan nyeri banget. dibanding vaksin 1 dan 2 kemarin, vaksin 3 booster lebih terasa sakit."
Negative,"masih layu akibat efek vaksin boster moderna, semangat pagi sahabat semua salam damai salam sehat semua"
Negative,"kerasa banget gila, dari pertama di suntik sampek pulang tangan bengkak, disusul demam… "
