Label,Text
Positive,"vaksin 1,2 sinovac. pfizer tanggal 28 januari, bekas suntikan pegel, tapi masih bisa digerakin, ngangkat barang2 juga. h+1 lebih pegel tapi masih bisa digerakin, sore badan hangat tapi gak sampai demam, pusing dikit tapi bentar"
Positive,tgl 28 januari 2022 vaksin booster pfizer.  belum ada efek apapun selain lengan bekas suntikan berasa lebih sakit. apalagi waktu proses di suntiknya. berasa kayak melambat gitu
Positive,tgl 25 januari aku vaksin booster dpt pfizer habis itu aku tidak ada efek apa2. boleh olahraga ga sih stlh itu? atau nunggu brp hari dulu baru boleh olahraga lagi?
Positive,tdk sepenuh nya betul ya. aku tdk ngerasain efek samping apa pun saat selesai injeksi booster pfizer.  mungkin tergantung imunitas masing - masing person kali.
Positive,setelah 24 jam baru muncul efek booster Pfizer. Syukur akhir pekan jadi bisa rebahan seharian
Positive,sejauh ini belum ada efek samping atau gejala setelah suntik vaksin booster pfizer. Sejauh ini bagus
Positive,"pfizer bener ga ada efek samping kah kak?? mamak ku hr ini vaksin booster tp di kota lain, jd aku ga bisa ikut buat liatin dia  ga tau vaksin apa tp kyk nya pfizer. mudah2an pulang dgn selamat dan ga ad efek samping"
Positive,Pernah vaksin pfizer gak? Efek samping nya apa? Aku tadi vaksin pke pfizer soalnya:3
Positive,Masih aja bahas vaksin saya sudah suntik ya vaksin pfizer tidak ada efek samping apa pun kalian itu membuat gaduh dari jaman nya pak presiden terdahulu sampai sekarang masih aja hukum bagi yg masih membicarakan vaksin gara gara babe aldo
Positive,"Kl buat aku sih aman2 aja, cuma efek #vaksin #pfizer nya baru kerasa 30 jam stlah penyuntikan, badan lemes, kerasa dingin, tangan kiri sakit krna ada pembengkakan di ketiak sebelah kiri dan insomnia parah"
Positive,Kasian ananknya abis suntik pfizer.. tapi tenang efek samping langka dan teratasi.
Positive,"jujurlyy gw pfizer enak bgttt, dri awal tidak ada efek samping ,cuma yg kedua ada sih cuma capee gt tp udhnya enak bgtt jarang sakit juga"
Positive,ini ngantuk itu krna efek kenyang atau efek pfizer sih?
Positive,"Hikmahnya pake Sinovac. Dulu gw termasuk yg meragukan pilihan pemerintah ke Sinovac tapi liat karakter +62 udah paling bener dpt Sinovac sebagai vaksin utama soalnya kalo pfizer sama moderna, khawatir gw hoaxnya makin"" gegara efek sampingnya yg luar biasa"
Positive,"hari jumat abis booster vaksin pfizer (sengaja milih jumat biar besoknya liburan pas di rumah) efek pas abis disuntik agak sakit tangannya, bahkan sampe malem. mana pas malem bawa tas isi laptop lumayan berat alhasil cuma digendong pake satu tangan aja itu tasnya."
Positive,Hari ini vaksin ke 3 pfizer selesai semoga menguatkan imun
Positive,"h+5 booster pfizer dan sejauh ini ga ada efek aneh - aneh. paling cuma agak hiperaktif setelah satu jam disuntik asli kaya abis makan gula kebanyakan. ngga ngantuk, ngga laper, cuma nyeri dikit di daerah sekitar suntikan."
Positive,"Emang kenapasi kalo pengen vaksin Pfizer? Ko kaya tertekan banget gue, mana disuruh berubah pikiran biar vaksin sinovac aja. Knp?"
Positive,efek vaksin pfizer mulai lapar sodara… tp masih bisa terkontrol dan tak tergoda
Positive,"Efek umum sesudah divaksin. Pfizer, Sinovac, Sinopharm: hampir ga ada efek."
Positive,"Efek booster kah? Kayaknya tergantung dari jenis vaksinnyaa. Kalau kayak moderna, pfizer, astra efek post vaksinnya hampir mirip mirip: ada yg demam, nyeri nyeri tulang, sakit kepala tapi biasanya ilang sendiri 2-3 hari. Maknyus sih emang, pantes ngeluh"
Positive,habis disuntik booster pake pfizer saat ini ngga ada efek yang parah alhamdulillah
Positive,"baru kelar booster pfizer di rumah sakit fatmawati. dateng jam 8 pagi, selesai jam 10 lumayan lah ya. sekarang berasa laper efek vaksin atau emang laper aja ya?"
Positive,"Alhamdulillah, kelar vaksin pfizer dosis kedua. Sampai malam ini, kipi pfizer di ibu hamil 36 minggu masih sama dengan dosis pertama yaitu tangan pegal di area bekas suntikan. Semoga kita semua diberi kesehatan dan pandemi ini segera berakhir. Aamiin."
Positive,"alhamdulillah, hingga detik ini tidak terasa adanya efek samping. semoga aman terus hingga hari ke 3.  #vaksin #pfizer ðŸ’ªðŸ‡®ðŸ‡© @ kota semarang"
Positive,alhamdulillah sudah vaksin booster pagi tadi. vaksin pfizer  efek : kepala agak pusing tapi tidak terlalu yang berat kaya waktu vaksin 1 dan 2 dgn jenis sinovac. ngantuk dan lengan kiri masih berasa pegel sampai saat ini.
Positive,"Alhamdulillah Nyokap udah vaksin booster @pfizer
di @rumahsakitui . Sehat2 terus & semoga ga ada KIPI nya ya"
Positive,aku vaksin booster yg pfizer aman nder. cuma tangan lebih pegel dan kemeng bgt tapi cuma 1-2 hari doang sama rada sakit kepala tp ga nyampe sehari udh sembuh. selebihnya ga ada efek apa2. tidak tau klo mungkin tiap org beda ya
Positive,"Aku pfizer. Trs kata temen2 ku ""enak bgt dpt pfizer"". Dan efek yg aku rasain sih demam biasa aja. Gak ada yg sampe parah gimana gitu"
Positive,abis divaksin booster pake pfizer. efek ngantukan sampe sekarang ga ilang2 dikit2 nguap pengennya merem mulu
Positive,"abis booster vaksin pfizer kerasa lengan lumayan kemeng, dan kepala pusing gini. tidak tau ini efek samping vaksin atau gegara tadi malem kurang tidur"
Positive,"12 jam setelah vaksin booster dengan jenis pfizer: terpantau gak ada efek samping aneh-aneh. sejauh ini cuma ngerasain lengan pegel dan ngilu kayak abis dipukulin satpol pp.   mungkin ""pp"" di ""satpol pp"" itu maksudnya paksin pfizer"
Positive,cerita pagi ini vaksin sendiri gegara cari yg pfizer. jam 9 berangkat dan 9.30 udah sampe kos. disana ga antri sama sekali pas disuntik pun ga sakit. jam 12.47 sertifikatnya udah jadi. cepet juga. semoga ga ada efek gimana gimana setelahnya
Positive,1 astrazeneca; 2 astrazeneca; dan 3 pfizer.  alhamdulillah vaksin covid kali ini ga terasa efek kipi apa - apa...  semoga makin kebal...
Positive,"efek pfizer sampe sekarang belum ada. kemarin habis vaksin rada pusing tipis - tipis. ga tau itu efek vaksin, tensi aku yang agak tinggi (129/79), atau laper. habis makan ayam madura ilang, sih, pusing nya. jangan lupa ngecek tiket vaksin boosternya."
Positive,alhamdulillah hari ini udah vaksin booster pake pfizer! semoga sehat selalu!! dan semoga efek nyeri yg di lengan gak sesakit pas vaksin 1 astrazeneca
Positive,efek booster pfizer sejauh ini sih cuma njarem sama ngantuk aja sih. ngantuk pun itu 50:50 antara efek booster atau emang semalem kurang tidur
Positive,"saya pake pfizer gak ada demam. efek yang di terima cuma ngantuk sama tangan pegel banget. tapi keluarga dirumah yang booster pfizer ada juga yang sampe demam, hajar paracetamol cuma berapa jam langsung normal lagi."
Positive,"jadi dulu aku alumni sinovac, terus kemarin boster dapat pfizer. alhamdulillah banget efek abis vaksin nggak aneh -aneh, cuma nyeri/ pegel/ njarem di lengan kiri aja. ini sisa nyeri dikit banget. panas pusing meriang gitu alhamdulillah nya nggak."
Positive,"gila booster pake astra efek langsung sakit, mending make pfizer."
Positive,"booster ke 3 emang ngefek dibanding 1 dan 2 ..terlebih beda sama sinovac.. pfizer, moderna, dan astra ninggalin efek pegel di bekas suntikan (bisa 2 hari) dan demam ( bisa 2- 5 hari) tapi biasanya yg demam itu yg kurang tidur sama asupan makan sebenarnya"
Positive,"dua hari kemudian, jumat (28 jan '22) gue sama bokap booster pfizer di rumah sakit mayapada. abang blm booster krn dia nunggu moderna. pulang dari booster, bokap pusing, badan lemas, batuk, dan panas. belum panik krn gejalanya sama kayak pas bokap vaksin 1, mikirnya mungkin itu efek aja."
Positive,tidak ada efek di aku. pegel doang di sekitar bekas suntikan.
Positive,mari kita lihat seberapa keras efek booster pfizer
Positive,saya sih nggak ada efek apa2 dari vaksin booster/ pfizer.
Positive,"aku pfizer, ga ada efek apa apa sih. cuma pas malem nya (aku vaksin siang) itu lengan area suntik kerasa nyeri, tapi pas pagi nya udah sembuh. aku memang dari vaksin pertama ga ada efek pasca yang begitu berarti sih, paling cuma ngantuk aja "
Positive,"iya, efek paling umum booster pfizer katanya sih, pegel linu"
Positive,"saya pakai pfizer gk ada efek apa apa, cm sedikit njarem ditangan bekas suntikan."
Positive,"pelayanan vaksinasi ""booster"" di @unika atmajaya ramah, cepat, rapi. sampai malam ini, saya tidak merasakan efek samping pasca - suntikan vaksin #pfizer siang tadi. salam sehat untuk semuanya."
Positive,"hari ini gak ke sekolah , tidur 4x. efek vaksin pfizer emang mantap. tapi aku tetap tenang gak minum paracetamol (gaya bgt). kuncinya tidur, kalo bangun masih gak enak badan ya tidur lagi, kalo masih gak enak badan, tidur lagi. alhamdullilah 4x tidur sudah mendingan."
Positive,"rabu 9/2/2022 siang, aku mendapatkan vaksin booster dengan #pfizer di kampus @unika atmajaya terima kasih untuk pelayanan yang cepat dan ramah, terorganisir dengan rapi. salam sehat. sejauh ini aku belum merasakan efek samping vaksin booster."
Positive,"alhamdulillah tidak ada efek samping apa2. ngantuk enggak, pegel juga b aja, dan ya allah jgn sampe demam ya . malah ga separah sinovac dosis ke-2. sinovac 2 efeknya di aku, lengan yg disuntik pegel lebih dari seharian, sama ngantuk. pfizer kali ini aman aja insyaaallah"
Positive,"omong -omong ini aku sma keluargaku pke pfizer, kalo az kurang tau gmn efek sampingnya"
Positive,selesai.. mencegah aja dulu... mari rasakan efek pfizer
Positive,udah kak baru kemarin tp aku dapet pfizer kak. efek di aku pegel sama laper terus. nggak meriang krn udah jaga2 minum panadol
Positive,update setelah 12 jam booster pfizer; terpantau aman dan belum tampak tanda2 kipi semoga tidak ya cuma efek suntik agak pegal tapi gak apa apa deh
Positive,kirain aku nya yg emang lagi ngantuk. ternyata efek pfizer gini ya
Positive,efek pfizer : ngantuk bgt bgt bgt
Positive,selesai vaksin ke-3 booster pfizer alhamdulillah semoga gak ada efek apa2 dan sehat
Positive,mari kita lihat apakah ada efek samping dari booster pfizer ini
Positive,"kalo ayah ku yg booster moderna meriang 2 hari, tapi kalo langsung minum paracetamol yg dibawain habis vaksin efek ga ga separah yg baru minum pas panasnya muncul. aku baru besok ngikut yg pfizer, katanya yg udah cuma pegel aja"
Positive,selamat booster kawan2. hari itu sy booster pfizer. dose 1 ; 2 az. alhamdulillahh cuma efek ngantuk dan sakit tempat suntik. minum air kosong byk2 dan selalu berpikiran positif!
Positive,bukannya az lebih kerasa efek sampingnya dari pada moderna dan pfizer ya?
Positive,"tadi pagi vaksin booster pfizer, habis vaksin lanjut ke kantor dan tetep puasa. belum ada efek apa2 sih sampai malam ini selain tangan yang bekas disuntik jd pegel banget."
Positive,"booster pfizer, di lippo kemarin, ga ada efek apa2 selain nyeri"
Positive,"baca2 cuitan temen2 emang rata2 habis vaksin pfizer gitu si efeknya, ada 1 efek yg aku itu berdoa jangan sampe ke aku efeknya yaitu jadi doyan makan itu yg aku hindari bgt soalnya semenjak vaksin dosis 1 2 sinovac aja aku ngerasa pingin makan terus dan aku makin gendut"
Positive,efek vaksin pfizer: tidur 11 jam
Positive,"hari ini vaksin booster, pfizer, dan belum merasakan efek apa- apa"
Positive,"pfizer gak ada efek sampingnya, gak seru"
Positive,alhamdulillah booster pfizer gak ada efek apa-apa di aku
Positive,"efek tidak ada demam, cuman lengan bekas suntiknya agak nyeri"
Positive,booster pfizer di aku kok aman-aman aja ya
Positive,"aku udah vaksin pfizer, gak ada efek"
Positive,kok kata orang-orang pfizer efek nya menggila ya? Padahal aku aman
Positive,"ya mungkin memang imun orang lain beda ya, kalo aku aman aja pake pfizer"
Positive,"yang penting makan sebelum vaksin, dijamin aman"
Positive,"cuman nyeri bagian lengan aja kok, aku vaksin pfizer"
Positive,"allhamdulillah aman pake pfizer, nggak rewel badan ku"
